country,iso3,geo,is_eu27,year,sex,age_group,unemployment_rate
Croatia,HRV,HR,True,2023,Male,Youth (15-24),17.1
Croatia,HRV,HR,True,2023,Total,Youth (15-24),18.9
Croatia,HRV,HR,True,2023,Female,Overall (15-74),6.7
Croatia,HRV,HR,True,2023,Male,Overall (15-74),5.7
Croatia,HRV,HR,True,2023,Total,Overall (15-74),6.1
Croatia,HRV,HR,True,2024,Female,Youth (15-24),18.2
Croatia,HRV,HR,True,2024,Male,Youth (15-24),15.9
Croatia,HRV,HR,True,2024,Total,Youth (15-24),16.8
Croatia,HRV,HR,True,2024,Female,Overall (15-74),5.0
Croatia,HRV,HR,True,2024,Male,Overall (15-74),5.0
Croatia,HRV,HR,True,2024,Total,Overall (15-74),5.0
Croatia,HRV,HR,True,2025,Female,Youth (15-24),18.5
Croatia,HRV,HR,True,2025,Male,Youth (15-24),18.1
Croatia,HRV,HR,True,2025,Total,Youth (15-24),18.3
Croatia,HRV,HR,True,2025,Female,Overall (15-74),4.3
Croatia,HRV,HR,True,2025,Male,Overall (15-74),5.4
Croatia,HRV,HR,True,2025,Total,Overall (15-74),4.9
Cyprus,CYP,CY,True,2009,Female,Youth (15-24),14.0
Cyprus,CYP,CY,True,2009,Male,Youth (15-24),13.6
Cyprus,CYP,CY,True,2009,Total,Youth (15-24),13.8
Cyprus,CYP,CY,True,2009,Female,Overall (15-74),5.5
Cyprus,CYP,CY,True,2009,Male,Overall (15-74),5.3
Cyprus,CYP,CY,True,2009,Total,Overall (15-74),5.4
Cyprus,CYP,CY,True,2010,Female,Youth (15-24),17.2
Cyprus,CYP,CY,True,2010,Male,Youth (15-24),15.9
Cyprus,CYP,CY,True,2010,Total,Youth (15-24),16.6
Cyprus,CYP,CY,True,2010,Female,Overall (15-74),6.4
Cyprus,CYP,CY,True,2010,Male,Overall (15-74),6.2
Cyprus,CYP,CY,True,2010,Total,Overall (15-74),6.3
Cyprus,CYP,CY,True,2011,Female,Youth (15-24),21.5
Cyprus,CYP,CY,True,2011,Male,Youth (15-24),23.3
Cyprus,CYP,CY,True,2011,Total,Youth (15-24),22.4
Cyprus,CYP,CY,True,2011,Female,Overall (15-74),7.7
Cyprus,CYP,CY,True,2011,Male,Overall (15-74),8.1
Cyprus,CYP,CY,True,2011,Total,Overall (15-74),7.9
Cyprus,CYP,CY,True,2012,Female,Youth (15-24),26.7
Cyprus,CYP,CY,True,2012,Male,Youth (15-24),28.8
Cyprus,CYP,CY,True,2012,Total,Youth (15-24),27.7
Cyprus,CYP,CY,True,2012,Female,Overall (15-74),11.1
Cyprus,CYP,CY,True,2012,Male,Overall (15-74),12.6
Cyprus,CYP,CY,True,2012,Total,Overall (15-74),11.9
Cyprus,CYP,CY,True,2013,Female,Youth (15-24),36.8
Cyprus,CYP,CY,True,2013,Male,Youth (15-24),41.1
Cyprus,CYP,CY,True,2013,Total,Youth (15-24),38.9
Cyprus,CYP,CY,True,2013,Female,Overall (15-74),15.2
Cyprus,CYP,CY,True,2013,Male,Overall (15-74),16.6
Cyprus,CYP,CY,True,2013,Total,Overall (15-74),15.9
Cyprus,CYP,CY,True,2014,Female,Youth (15-24),34.6
Cyprus,CYP,CY,True,2014,Male,Youth (15-24),37.4
Cyprus,CYP,CY,True,2014,Total,Youth (15-24),36.0
Cyprus,CYP,CY,True,2014,Female,Overall (15-74),15.1
Cyprus,CYP,CY,True,2014,Male,Overall (15-74),17.1
Cyprus,CYP,CY,True,2014,Total,Overall (15-74),16.1
Cyprus,CYP,CY,True,2015,Female,Youth (15-24),31.1
Cyprus,CYP,CY,True,2015,Male,Youth (15-24),34.7
Cyprus,CYP,CY,True,2015,Total,Youth (15-24),32.8
Cyprus,CYP,CY,True,2015,Female,Overall (15-74),14.8
Cyprus,CYP,CY,True,2015,Male,Overall (15-74),15.1
Cyprus,CYP,CY,True,2015,Total,Overall (15-74),15.0
Cyprus,CYP,CY,True,2016,Female,Youth (15-24),31.8
Cyprus,CYP,CY,True,2016,Male,Youth (15-24),25.8
Cyprus,CYP,CY,True,2016,Total,Youth (15-24),29.1
Cyprus,CYP,CY,True,2016,Female,Overall (15-74),13.4
Cyprus,CYP,CY,True,2016,Male,Overall (15-74),12.7
Cyprus,CYP,CY,True,2016,Total,Overall (15-74),13.0
Cyprus,CYP,CY,True,2017,Female,Youth (15-24),22.9
Cyprus,CYP,CY,True,2017,Male,Youth (15-24),27.0
Cyprus,CYP,CY,True,2017,Total,Youth (15-24),24.7
Cyprus,CYP,CY,True,2017,Female,Overall (15-74),11.3
Cyprus,CYP,CY,True,2017,Male,Overall (15-74),10.9
Cyprus,CYP,CY,True,2017,Total,Overall (15-74),11.1
Cyprus,CYP,CY,True,2018,Female,Youth (15-24),16.2
Cyprus,CYP,CY,True,2018,Male,Youth (15-24),25.0
Cyprus,CYP,CY,True,2018,Total,Youth (15-24),20.2
Cyprus,CYP,CY,True,2018,Female,Overall (15-74),8.8
Cyprus,CYP,CY,True,2018,Male,Overall (15-74),8.1
Cyprus,CYP,CY,True,2018,Total,Overall (15-74),8.4
Cyprus,CYP,CY,True,2019,Female,Youth (15-24),15.1
Cyprus,CYP,CY,True,2019,Male,Youth (15-24),20.1
Cyprus,CYP,CY,True,2019,Total,Youth (15-24),17.6
Cyprus,CYP,CY,True,2019,Female,Overall (15-74),7.7
Cyprus,CYP,CY,True,2019,Male,Overall (15-74),6.7
Cyprus,CYP,CY,True,2019,Total,Overall (15-74),7.2
Cyprus,CYP,CY,True,2020,Female,Youth (15-24),11.7
Cyprus,CYP,CY,True,2020,Male,Youth (15-24),22.5
Cyprus,CYP,CY,True,2020,Total,Youth (15-24),17.6
Cyprus,CYP,CY,True,2020,Female,Overall (15-74),7.5
Cyprus,CYP,CY,True,2020,Male,Overall (15-74),7.7
Cyprus,CYP,CY,True,2020,Total,Overall (15-74),7.6
Cyprus,CYP,CY,True,2021,Female,Youth (15-24),16.1
Cyprus,CYP,CY,True,2021,Male,Youth (15-24),18.4
Cyprus,CYP,CY,True,2021,Total,Youth (15-24),17.3
Cyprus,CYP,CY,True,2021,Female,Overall (15-74),7.3
Cyprus,CYP,CY,True,2021,Male,Overall (15-74),7.0
Cyprus,CYP,CY,True,2021,Total,Overall (15-74),7.2
Cyprus,CYP,CY,True,2022,Female,Youth (15-24),18.0
Cyprus,CYP,CY,True,2022,Male,Youth (15-24),18.3
Cyprus,CYP,CY,True,2022,Total,Youth (15-24),18.1
Cyprus,CYP,CY,True,2022,Female,Overall (15-74),6.8
Cyprus,CYP,CY,True,2022,Male,Overall (15-74),5.8
Cyprus,CYP,CY,True,2022,Total,Overall (15-74),6.3
Cyprus,CYP,CY,True,2023,Female,Youth (15-24),14.8
Cyprus,CYP,CY,True,2023,Male,Youth (15-24),18.1
Cyprus,CYP,CY,True,2023,Total,Youth (15-24),16.5
Cyprus,CYP,CY,True,2023,Female,Overall (15-74),5.8
Cyprus,CYP,CY,True,2023,Male,Overall (15-74),5.7
Cyprus,CYP,CY,True,2023,Total,Overall (15-74),5.8
Cyprus,CYP,CY,True,2024,Female,Youth (15-24),13.6
Cyprus,CYP,CY,True,2024,Male,Youth (15-24),12.5
Cyprus,CYP,CY,True,2024,Total,Youth (15-24),13.0
Cyprus,CYP,CY,True,2024,Female,Overall (15-74),5.1
Cyprus,CYP,CY,True,2024,Male,Overall (15-74),4.5
Cyprus,CYP,CY,True,2024,Total,Overall (15-74),4.8
Cyprus,CYP,CY,True,2025,Female,Youth (15-24),12.5
Cyprus,CYP,CY,True,2025,Male,Youth (15-24),14.4
Cyprus,CYP,CY,True,2025,Total,Youth (15-24),13.5
Cyprus,CYP,CY,True,2025,Female,Overall (15-74),4.8
Cyprus,CYP,CY,True,2025,Male,Overall (15-74),4.0
Cyprus,CYP,CY,True,2025,Total,Overall (15-74),4.4
Czechia,CZE,CZ,True,2009,Female,Youth (15-24),16.7
Czechia,CZE,CZ,True,2009,Male,Youth (15-24),16.6
Czechia,CZE,CZ,True,2009,Total,Youth (15-24),16.6
Czechia,CZE,CZ,True,2009,Female,Overall (15-74),7.7
Czechia,CZE,CZ,True,2009,Male,Overall (15-74),5.9
Czechia,CZE,CZ,True,2009,Total,Overall (15-74),6.7
Czechia,CZE,CZ,True,2010,Female,Youth (15-24),18.5
Czechia,CZE,CZ,True,2010,Male,Youth (15-24),18.2
Czechia,CZE,CZ,True,2010,Total,Youth (15-24),18.3
Czechia,CZE,CZ,True,2010,Female,Overall (15-74),8.5
Czechia,CZE,CZ,True,2010,Male,Overall (15-74),6.4
Czechia,CZE,CZ,True,2010,Total,Overall (15-74),7.3
Czechia,CZE,CZ,True,2011,Female,Youth (15-24),18.0
Czechia,CZE,CZ,True,2011,Male,Youth (15-24),18.1
Czechia,CZE,CZ,True,2011,Total,Youth (15-24),18.1
Czechia,CZE,CZ,True,2011,Female,Overall (15-74),7.9
Czechia,CZE,CZ,True,2011,Male,Overall (15-74),5.8
Czechia,CZE,CZ,True,2011,Total,Overall (15-74),6.7
Czechia,CZE,CZ,True,2012,Female,Youth (15-24),19.0
Czechia,CZE,CZ,True,2012,Male,Youth (15-24),19.9
Czechia,CZE,CZ,True,2012,Total,Youth (15-24),19.5
Czechia,CZE,CZ,True,2012,Female,Overall (15-74),8.2
Czechia,CZE,CZ,True,2012,Male,Overall (15-74),6.0
Czechia,CZE,CZ,True,2012,Total,Overall (15-74),7.0
Czechia,CZE,CZ,True,2013,Female,Youth (15-24),19.4
Czechia,CZE,CZ,True,2013,Male,Youth (15-24),18.6
Czechia,CZE,CZ,True,2013,Total,Youth (15-24),19.0
Czechia,CZE,CZ,True,2013,Female,Overall (15-74),8.3
Czechia,CZE,CZ,True,2013,Male,Overall (15-74),5.9
Czechia,CZE,CZ,True,2013,Total,Overall (15-74),7.0
Czechia,CZE,CZ,True,2014,Female,Youth (15-24),17.1
Czechia,CZE,CZ,True,2014,Male,Youth (15-24),15.0
Czechia,CZE,CZ,True,2014,Total,Youth (15-24),15.9
Czechia,CZE,CZ,True,2014,Female,Overall (15-74),7.4
Czechia,CZE,CZ,True,2014,Male,Overall (15-74),5.1
Czechia,CZE,CZ,True,2014,Total,Overall (15-74),6.1
Czechia,CZE,CZ,True,2015,Female,Youth (15-24),14.4
Czechia,CZE,CZ,True,2015,Male,Youth (15-24),11.3
Czechia,CZE,CZ,True,2015,Total,Youth (15-24),12.6
Czechia,CZE,CZ,True,2015,Female,Overall (15-74),6.1
Czechia,CZE,CZ,True,2015,Male,Overall (15-74),4.2
Czechia,CZE,CZ,True,2015,Total,Overall (15-74),5.1
Czechia,CZE,CZ,True,2016,Female,Youth (15-24),11.4
Czechia,CZE,CZ,True,2016,Male,Youth (15-24),9.9
Czechia,CZE,CZ,True,2016,Total,Youth (15-24),10.5
Czechia,CZE,CZ,True,2016,Female,Overall (15-74),4.7
Czechia,CZE,CZ,True,2016,Male,Overall (15-74),3.4
Czechia,CZE,CZ,True,2016,Total,Overall (15-74),4.0
Czechia,CZE,CZ,True,2017,Female,Youth (15-24),8.7
Czechia,CZE,CZ,True,2017,Male,Youth (15-24),7.4
Czechia,CZE,CZ,True,2017,Total,Youth (15-24),7.9
Czechia,CZE,CZ,True,2017,Female,Overall (15-74),3.6
Czechia,CZE,CZ,True,2017,Male,Overall (15-74),2.3
Czechia,CZE,CZ,True,2017,Total,Overall (15-74),2.9
Czechia,CZE,CZ,True,2018,Female,Youth (15-24),7.2
Czechia,CZE,CZ,True,2018,Male,Youth (15-24),6.4
Czechia,CZE,CZ,True,2018,Total,Youth (15-24),6.7
Czechia,CZE,CZ,True,2018,Female,Overall (15-74),2.8
Czechia,CZE,CZ,True,2018,Male,Overall (15-74),1.8
Czechia,CZE,CZ,True,2018,Total,Overall (15-74),2.2
Czechia,CZE,CZ,True,2019,Female,Youth (15-24),6.0
Czechia,CZE,CZ,True,2019,Male,Youth (15-24),5.4
Czechia,CZE,CZ,True,2019,Total,Youth (15-24),5.6
Czechia,CZE,CZ,True,2019,Female,Overall (15-74),2.4
Czechia,CZE,CZ,True,2019,Male,Overall (15-74),1.7
Czechia,CZE,CZ,True,2019,Total,Overall (15-74),2.0
Czechia,CZE,CZ,True,2020,Female,Youth (15-24),9.2
Czechia,CZE,CZ,True,2020,Male,Youth (15-24),7.2
Czechia,CZE,CZ,True,2020,Total,Youth (15-24),8.0
Czechia,CZE,CZ,True,2020,Female,Overall (15-74),3.0
Czechia,CZE,CZ,True,2020,Male,Overall (15-74),2.2
Czechia,CZE,CZ,True,2020,Total,Overall (15-74),2.6
Czechia,CZE,CZ,True,2021,Female,Youth (15-24),9.1
Czechia,CZE,CZ,True,2021,Male,Youth (15-24),7.6
Czechia,CZE,CZ,True,2021,Total,Youth (15-24),8.2
Czechia,CZE,CZ,True,2021,Female,Overall (15-74),3.4
Czechia,CZE,CZ,True,2021,Male,Overall (15-74),2.3
Czechia,CZE,CZ,True,2021,Total,Overall (15-74),2.8
Czechia,CZE,CZ,True,2022,Female,Youth (15-24),7.9
Czechia,CZE,CZ,True,2022,Male,Youth (15-24),6.0
Czechia,CZE,CZ,True,2022,Total,Youth (15-24),6.8
Czechia,CZE,CZ,True,2022,Female,Overall (15-74),2.8
Czechia,CZE,CZ,True,2022,Male,Overall (15-74),1.8
Czechia,CZE,CZ,True,2022,Total,Overall (15-74),2.2
Czechia,CZE,CZ,True,2023,Female,Youth (15-24),8.8
Czechia,CZE,CZ,True,2023,Male,Youth (15-24),7.9
Czechia,CZE,CZ,True,2023,Total,Youth (15-24),8.3
Czechia,CZE,CZ,True,2023,Female,Overall (15-74),3.1
Czechia,CZE,CZ,True,2023,Male,Overall (15-74),2.2
Czechia,CZE,CZ,True,2023,Total,Overall (15-74),2.6
Czechia,CZE,CZ,True,2024,Female,Youth (15-24),9.9
Czechia,CZE,CZ,True,2024,Male,Youth (15-24),8.6
Czechia,CZE,CZ,True,2024,Total,Youth (15-24),9.1
Czechia,CZE,CZ,True,2024,Female,Overall (15-74),3.0
Czechia,CZE,CZ,True,2024,Male,Overall (15-74),2.3
Czechia,CZE,CZ,True,2024,Total,Overall (15-74),2.6
Czechia,CZE,CZ,True,2025,Female,Youth (15-24),10.4
Czechia,CZE,CZ,True,2025,Male,Youth (15-24),10.5
Czechia,CZE,CZ,True,2025,Total,Youth (15-24),10.4
Czechia,CZE,CZ,True,2025,Female,Overall (15-74),3.1
Czechia,CZE,CZ,True,2025,Male,Overall (15-74),2.5
Czechia,CZE,CZ,True,2025,Total,Overall (15-74),2.8
Denmark,DNK,DK,True,2009,Female,Youth (15-24),11.6
Denmark,DNK,DK,True,2009,Male,Youth (15-24),15.3
Denmark,DNK,DK,True,2009,Total,Youth (15-24),13.5
Denmark,DNK,DK,True,2009,Female,Overall (15-74),5.7
Denmark,DNK,DK,True,2009,Male,Overall (15-74),7.1
Denmark,DNK,DK,True,2009,Total,Overall (15-74),6.4
Denmark,DNK,DK,True,2010,Female,Youth (15-24),13.2
Denmark,DNK,DK,True,2010,Male,Youth (15-24),17.9
Denmark,DNK,DK,True,2010,Total,Youth (15-24),15.6
Denmark,DNK,DK,True,2010,Female,Overall (15-74),6.8
Denmark,DNK,DK,True,2010,Male,Overall (15-74),8.6
Denmark,DNK,DK,True,2010,Total,Overall (15-74),7.7
Denmark,DNK,DK,True,2011,Female,Youth (15-24),14.4
Denmark,DNK,DK,True,2011,Male,Youth (15-24),18.2
Denmark,DNK,DK,True,2011,Total,Youth (15-24),16.4
Denmark,DNK,DK,True,2011,Female,Overall (15-74),7.6
Denmark,DNK,DK,True,2011,Male,Overall (15-74),7.9
Denmark,DNK,DK,True,2011,Total,Overall (15-74),7.8
Denmark,DNK,DK,True,2012,Female,Youth (15-24),14.8
Denmark,DNK,DK,True,2012,Male,Youth (15-24),16.8
Denmark,DNK,DK,True,2012,Total,Youth (15-24),15.8
Denmark,DNK,DK,True,2012,Female,Overall (15-74),7.8
Denmark,DNK,DK,True,2012,Male,Overall (15-74),7.8
Denmark,DNK,DK,True,2012,Total,Overall (15-74),7.8
Denmark,DNK,DK,True,2013,Female,Youth (15-24),13.3
Denmark,DNK,DK,True,2013,Male,Youth (15-24),16.3
Denmark,DNK,DK,True,2013,Total,Youth (15-24),14.8
Denmark,DNK,DK,True,2013,Female,Overall (15-74),7.7
Denmark,DNK,DK,True,2013,Male,Overall (15-74),7.1
Denmark,DNK,DK,True,2013,Total,Overall (15-74),7.4
Denmark,DNK,DK,True,2014,Female,Youth (15-24),12.9
Denmark,DNK,DK,True,2014,Male,Youth (15-24),15.6
Denmark,DNK,DK,True,2014,Total,Youth (15-24),14.2
Denmark,DNK,DK,True,2014,Female,Overall (15-74),7.1
Denmark,DNK,DK,True,2014,Male,Overall (15-74),6.7
Denmark,DNK,DK,True,2014,Total,Overall (15-74),6.9
Denmark,DNK,DK,True,2015,Female,Youth (15-24),11.1
Denmark,DNK,DK,True,2015,Male,Youth (15-24),13.2
Denmark,DNK,DK,True,2015,Total,Youth (15-24),12.2
Denmark,DNK,DK,True,2015,Female,Overall (15-74),6.5
Denmark,DNK,DK,True,2015,Male,Overall (15-74),6.1
Denmark,DNK,DK,True,2015,Total,Overall (15-74),6.3
Denmark,DNK,DK,True,2016,Female,Youth (15-24),10.8
Denmark,DNK,DK,True,2016,Male,Youth (15-24),13.5
Denmark,DNK,DK,True,2016,Total,Youth (15-24),12.2
Denmark,DNK,DK,True,2016,Female,Overall (15-74),6.4
Denmark,DNK,DK,True,2016,Male,Overall (15-74),5.6
Denmark,DNK,DK,True,2016,Total,Overall (15-74),6.0
Denmark,DNK,DK,True,2017,Female,Youth (15-24),11.9
Denmark,DNK,DK,True,2017,Male,Youth (15-24),12.9
Denmark,DNK,DK,True,2017,Total,Youth (15-24),12.4
Denmark,DNK,DK,True,2017,Female,Overall (15-74),6.1
Denmark,DNK,DK,True,2017,Male,Overall (15-74),5.6
Denmark,DNK,DK,True,2017,Total,Overall (15-74),5.8
Denmark,DNK,DK,True,2018,Female,Youth (15-24),9.2
Denmark,DNK,DK,True,2018,Male,Youth (15-24),11.8
Denmark,DNK,DK,True,2018,Total,Youth (15-24),10.5
Denmark,DNK,DK,True,2018,Female,Overall (15-74),5.3
Denmark,DNK,DK,True,2018,Male,Overall (15-74),4.9
Denmark,DNK,DK,True,2018,Total,Overall (15-74),5.1
Denmark,DNK,DK,True,2019,Female,Youth (15-24),9.7
Denmark,DNK,DK,True,2019,Male,Youth (15-24),10.4
Denmark,DNK,DK,True,2019,Total,Youth (15-24),10.1
Denmark,DNK,DK,True,2019,Female,Overall (15-74),5.3
Denmark,DNK,DK,True,2019,Male,Overall (15-74),4.8
Denmark,DNK,DK,True,2019,Total,Overall (15-74),5.0
Denmark,DNK,DK,True,2020,Female,Youth (15-24),10.7
Denmark,DNK,DK,True,2020,Male,Youth (15-24),12.6
Denmark,DNK,DK,True,2020,Total,Youth (15-24),11.7
Denmark,DNK,DK,True,2020,Female,Overall (15-74),6.0
Denmark,DNK,DK,True,2020,Male,Overall (15-74),5.3
Denmark,DNK,DK,True,2020,Total,Overall (15-74),5.6
Denmark,DNK,DK,True,2021,Female,Youth (15-24),11.0
Denmark,DNK,DK,True,2021,Male,Youth (15-24),10.7
Denmark,DNK,DK,True,2021,Total,Youth (15-24),10.8
Denmark,DNK,DK,True,2021,Female,Overall (15-74),5.2
Denmark,DNK,DK,True,2021,Male,Overall (15-74),5.0
Denmark,DNK,DK,True,2021,Total,Overall (15-74),5.1
Denmark,DNK,DK,True,2022,Female,Youth (15-24),10.5
Denmark,DNK,DK,True,2022,Male,Youth (15-24),10.6
Denmark,DNK,DK,True,2022,Total,Youth (15-24),10.6
Denmark,DNK,DK,True,2022,Female,Overall (15-74),4.5
Denmark,DNK,DK,True,2022,Male,Overall (15-74),4.4
Denmark,DNK,DK,True,2022,Total,Overall (15-74),4.5
Denmark,DNK,DK,True,2023,Female,Youth (15-24),11.3
Denmark,DNK,DK,True,2023,Male,Youth (15-24),11.8
Denmark,DNK,DK,True,2023,Total,Youth (15-24),11.5
Denmark,DNK,DK,True,2023,Female,Overall (15-74),5.3
Denmark,DNK,DK,True,2023,Male,Overall (15-74),5.0
Denmark,DNK,DK,True,2023,Total,Overall (15-74),5.1
Denmark,DNK,DK,True,2024,Female,Youth (15-24),14.2
Denmark,DNK,DK,True,2024,Male,Youth (15-24),15.0
Denmark,DNK,DK,True,2024,Total,Youth (15-24),14.6
Denmark,DNK,DK,True,2024,Female,Overall (15-74),6.5
Denmark,DNK,DK,True,2024,Male,Overall (15-74),5.9
Denmark,DNK,DK,True,2024,Total,Overall (15-74),6.2
Denmark,DNK,DK,True,2025,Female,Youth (15-24),13.3
Denmark,DNK,DK,True,2025,Male,Youth (15-24),14.3
Denmark,DNK,DK,True,2025,Total,Youth (15-24),13.8
Denmark,DNK,DK,True,2025,Female,Overall (15-74),6.4
Denmark,DNK,DK,True,2025,Male,Overall (15-74),6.4
Denmark,DNK,DK,True,2025,Total,Overall (15-74),6.4
Estonia,EST,EE,True,2009,Female,Youth (15-24),21.5
Estonia,EST,EE,True,2009,Male,Youth (15-24),31.6
Estonia,EST,EE,True,2009,Total,Youth (15-24),27.2
Estonia,EST,EE,True,2009,Female,Overall (15-74),10.2
Estonia,EST,EE,True,2009,Male,Overall (15-74),16.7
Estonia,EST,EE,True,2009,Total,Overall (15-74),13.5
Estonia,EST,EE,True,2010,Female,Youth (15-24),28.8
Estonia,EST,EE,True,2010,Male,Youth (15-24),35.7
Estonia,EST,EE,True,2010,Total,Youth (15-24),32.6
Estonia,EST,EE,True,2010,Female,Overall (15-74),13.9
Estonia,EST,EE,True,2010,Male,Overall (15-74),19.2
Estonia,EST,EE,True,2010,Total,Overall (15-74),16.6
Estonia,EST,EE,True,2011,Female,Youth (15-24),20.3
Estonia,EST,EE,True,2011,Male,Youth (15-24),23.8
Estonia,EST,EE,True,2011,Total,Youth (15-24),22.3
Estonia,EST,EE,True,2011,Female,Overall (15-74),11.5
Estonia,EST,EE,True,2011,Male,Overall (15-74),13.1
Estonia,EST,EE,True,2011,Total,Overall (15-74),12.3
Estonia,EST,EE,True,2012,Female,Youth (15-24),18.2
Estonia,EST,EE,True,2012,Male,Youth (15-24),22.8
Estonia,EST,EE,True,2012,Total,Youth (15-24),20.7
Estonia,EST,EE,True,2012,Female,Overall (15-74),8.9
Estonia,EST,EE,True,2012,Male,Overall (15-74),10.9
Estonia,EST,EE,True,2012,Total,Overall (15-74),9.9
Estonia,EST,EE,True,2013,Female,Youth (15-24),19.6
Estonia,EST,EE,True,2013,Male,Youth (15-24),17.8
Estonia,EST,EE,True,2013,Total,Youth (15-24),18.6
Estonia,EST,EE,True,2013,Female,Overall (15-74),8.0
Estonia,EST,EE,True,2013,Male,Overall (15-74),9.1
Estonia,EST,EE,True,2013,Total,Overall (15-74),8.6
Estonia,EST,EE,True,2014,Female,Youth (15-24),9.9
Estonia,EST,EE,True,2014,Male,Youth (15-24),19.3
Estonia,EST,EE,True,2014,Total,Youth (15-24),14.9
Estonia,EST,EE,True,2014,Female,Overall (15-74),6.7
Estonia,EST,EE,True,2014,Male,Overall (15-74),7.9
Estonia,EST,EE,True,2014,Total,Overall (15-74),7.3
Estonia,EST,EE,True,2015,Female,Youth (15-24),12.9
Estonia,EST,EE,True,2015,Male,Youth (15-24),15.5
Estonia,EST,EE,True,2015,Total,Youth (15-24),14.3
Estonia,EST,EE,True,2015,Female,Overall (15-74),6.2
Estonia,EST,EE,True,2015,Male,Overall (15-74),6.5
Estonia,EST,EE,True,2015,Total,Overall (15-74),6.4
Estonia,EST,EE,True,2016,Female,Youth (15-24),10.4
Estonia,EST,EE,True,2016,Male,Youth (15-24),17.3
Estonia,EST,EE,True,2016,Total,Youth (15-24),14.0
Estonia,EST,EE,True,2016,Female,Overall (15-74),6.1
Estonia,EST,EE,True,2016,Male,Overall (15-74),7.6
Estonia,EST,EE,True,2016,Total,Overall (15-74),6.8
Estonia,EST,EE,True,2017,Female,Youth (15-24),9.3
Estonia,EST,EE,True,2017,Male,Youth (15-24),14.7
Estonia,EST,EE,True,2017,Total,Youth (15-24),12.1
Estonia,EST,EE,True,2017,Female,Overall (15-74),5.1
Estonia,EST,EE,True,2017,Male,Overall (15-74),6.3
Estonia,EST,EE,True,2017,Total,Overall (15-74),5.8
Estonia,EST,EE,True,2018,Female,Youth (15-24),11.1
Estonia,EST,EE,True,2018,Male,Youth (15-24),12.9
Estonia,EST,EE,True,2018,Total,Youth (15-24),12.0
Estonia,EST,EE,True,2018,Female,Overall (15-74),5.2
Estonia,EST,EE,True,2018,Male,Overall (15-74),5.6
Estonia,EST,EE,True,2018,Total,Overall (15-74),5.4
Estonia,EST,EE,True,2019,Female,Youth (15-24),12.0
Estonia,EST,EE,True,2019,Male,Youth (15-24),11.2
Estonia,EST,EE,True,2019,Total,Youth (15-24),11.6
Estonia,EST,EE,True,2019,Female,Overall (15-74),4.8
Estonia,EST,EE,True,2019,Male,Overall (15-74),4.1
Estonia,EST,EE,True,2019,Total,Overall (15-74),4.5
Estonia,EST,EE,True,2020,Female,Youth (15-24),18.3
Estonia,EST,EE,True,2020,Male,Youth (15-24),18.4
Estonia,EST,EE,True,2020,Total,Youth (15-24),18.3
Estonia,EST,EE,True,2020,Female,Overall (15-74),6.6
Estonia,EST,EE,True,2020,Male,Overall (15-74),7.1
Estonia,EST,EE,True,2020,Total,Overall (15-74),6.9
Estonia,EST,EE,True,2021,Female,Youth (15-24),15.0
Estonia,EST,EE,True,2021,Male,Youth (15-24),18.4
Estonia,EST,EE,True,2021,Total,Youth (15-24),16.7
Estonia,EST,EE,True,2021,Female,Overall (15-74),5.6
Estonia,EST,EE,True,2021,Male,Overall (15-74),6.8
Estonia,EST,EE,True,2021,Total,Overall (15-74),6.2
Estonia,EST,EE,True,2022,Female,Youth (15-24),16.5
Estonia,EST,EE,True,2022,Male,Youth (15-24),21.0
Estonia,EST,EE,True,2022,Total,Youth (15-24),18.6
Estonia,EST,EE,True,2022,Female,Overall (15-74),5.1
Estonia,EST,EE,True,2022,Male,Overall (15-74),6.1
Estonia,EST,EE,True,2022,Total,Overall (15-74),5.6
Estonia,EST,EE,True,2023,Female,Youth (15-24),16.4
Estonia,EST,EE,True,2023,Male,Youth (15-24),18.4
Estonia,EST,EE,True,2023,Total,Youth (15-24),17.3
Estonia,EST,EE,True,2023,Female,Overall (15-74),6.7
Estonia,EST,EE,True,2023,Male,Overall (15-74),6.2
Estonia,EST,EE,True,2023,Total,Overall (15-74),6.4
Estonia,EST,EE,True,2024,Female,Youth (15-24),19.3
Estonia,EST,EE,True,2024,Male,Youth (15-24),18.9
Estonia,EST,EE,True,2024,Total,Youth (15-24),19.1
Estonia,EST,EE,True,2024,Female,Overall (15-74),7.5
Estonia,EST,EE,True,2024,Male,Overall (15-74),7.6
Estonia,EST,EE,True,2024,Total,Overall (15-74),7.6
Estonia,EST,EE,True,2025,Female,Youth (15-24),18.8
Estonia,EST,EE,True,2025,Male,Youth (15-24),22.5
Estonia,EST,EE,True,2025,Total,Youth (15-24),20.7
Estonia,EST,EE,True,2025,Female,Overall (15-74),6.6
Estonia,EST,EE,True,2025,Male,Overall (15-74),8.3
Estonia,EST,EE,True,2025,Total,Overall (15-74),7.5
Finland,FIN,FI,True,2009,Female,Youth (15-24),18.6
Finland,FIN,FI,True,2009,Male,Youth (15-24),24.8
Finland,FIN,FI,True,2009,Total,Youth (15-24),21.7
Finland,FIN,FI,True,2009,Female,Overall (15-74),7.4
Finland,FIN,FI,True,2009,Male,Overall (15-74),9.2
Finland,FIN,FI,True,2009,Total,Overall (15-74),8.3
Finland,FIN,FI,True,2010,Female,Youth (15-24),19.4
Finland,FIN,FI,True,2010,Male,Youth (15-24),24.4
